"","Product ID","Type","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]"
"3466","L50644","L","301.7","310.6","1303","59.7"
"3467","M18325","M","301.8","310.7","1383","45.7"
"3468","L50646","L","301.7","310.6","1447","56.9"
"3469","L50647","L","301.8","310.7","1461","44.2"
"3470","L50648","L","301.8","310.7","2092","18.6"
"3471","M18329","M","301.8","310.7","1429","47.9"
"3472","L50650","L","301.8","310.8","1736","26.5"
"3473","L50651","L","301.8","310.7","1441","49.3"
"3474","L50652","L","301.8","310.7","1523","43.3"
"3475","M18333","M","301.8","310.8","1691","33.4"
"3476","M18334","M","301.9","310.8","1557","35.3"
"3477","L50655","L","301.8","310.7","1644","33.4"
"3478","L50656","L","301.8","310.6","1522","43.8"
"3479","L50657","L","301.8","310.7","1547","41.7"
"3480","L50658","L","301.8","310.7","1597","30.8"
"3481","M18339","M","301.8","310.8","1619","31.0"
"3482","L50660","L","301.9","310.8","1400","58.2"
"3483","L50661","L","302.0","310.9","1663","31.5"
"3484","L50662","L","301.9","310.8","1540","37.6"
"3485","H32897","H","301.9","310.8","1455","42.7"
"3486","L50664","L","301.9","310.8","1519","39.0"
"3487","L50665","L","301.9","310.8","1427","47.7"
"3488","L50666","L","301.9","310.8","1650","29.8"
"3489","M18347","M","301.8","310.8","1508","38.8"
"3490","L50668","L","301.9","310.9","1379","54.8"
"3491","L50669","L","301.9","310.9","1542","36.7"
"3492","M18350","M","301.9","310.9","1763","28.4"
"3493","H32905","H","301.9","310.9","1590","34.3"
"3494","H32906","H","301.9","311","1336","63.6"
"3495","M18353","M","301.9","311","1638","35.4"
"3496","L50674","L","301.9","311","1356","45.7"
"3497","M18355","M","301.9","311","1384","47.4"
"3498","L50676","L","301.9","310.9","1309","48.0"
"3499","L50677","L","301.9","311","1642","33.1"
"3500","L50678","L","301.9","311","1289","54.9"
"3501","L50679","L","301.9","311","1353","43.8"
"3502","H32914","H","301.9","311","1871","26.0"
"3503","H32915","H","301.9","311","1291","63.6"
"3504","M18362","M","301.8","310.9","1346","44.6"
"3505","L50683","L","301.7","310.8","1493","47.6"
"3506","M18364","M","301.7","310.8","1524","41.3"
"3507","L50685","L","301.6","310.8","1726","26.7"
"3508","H32920","H","301.6","310.8","1435","47.2"
"3509","M18367","M","301.7","310.8","1502","34.4"
"3510","L50688","L","301.7","310.9","1608","33.0"
"3511","L50689","L","301.8","311","1771","27.2"
"3512","L50690","L","301.7","311","1474","42.6"
"3513","L50691","L","301.8","311","1322","53.0"
"3514","M18372","M","301.8","311","1393","49.5"
"3515","M18373","M","301.9","311.1","1417","52.5"
"3516","H32928","H","301.9","311","1430","49.8"
"3517","M18375","M","301.9","311.1","1605","40.0"
"3518","L50696","L","302.0","311.1","1402","47.8"
"3519","L50697","L","302.0","311","1550","35.2"
"3520","L50698","L","301.9","311","1376","44.9"
"3521","M18379","M","301.9","310.9","1569","32.5"
"3522","L50700","L","301.9","311","1669","32.2"
"3523","L50701","L","301.9","311","1541","38.9"
"3524","L50702","L","301.8","311","1651","32.5"
"3525","L50703","L","301.8","310.9","1521","39.3"
"3526","M18384","M","301.8","310.8","1365","48.2"
"3527","L50705","L","301.8","310.9","1609","31.7"
"3528","H32940","H","301.8","310.8","1470","37.6"
"3529","M18387","M","301.9","310.9","1573","38.9"
"3530","L50708","L","302.0","310.9","1378","53.1"
"3531","L50709","L","301.9","310.9","1567","39.0"
"3532","M18390","M","301.9","310.9","1441","43.7"
"3533","M18391","M","301.9","310.9","1641","33.2"
"3534","L50712","L","301.9","310.9","1486","40.3"
"3535","L50713","L","302.0","311","1563","36.2"
"3536","M18394","M","302.0","311.1","1769","26.0"
"3537","H32949","H","301.9","311","1672","29.9"
"3538","L50716","L","302.0","311","1632","34.2"
"3539","M18397","M","302.0","311","1980","21.5"
"3540","L50718","L","302.0","311.1","1635","36.0"
"3541","L50719","L","302.0","311","1686","32.5"
"3542","L50720","L","301.9","310.9","1574","31.4"
"3543","L50721","L","301.8","310.8","1546","43.4"
"3544","L50722","L","301.8","310.9","1899","24.7"
"3545","L50723","L","301.8","310.9","1449","36.5"
"3546","M18404","M","301.9","310.9","1483","37.0"
"3547","L50725","L","301.8","310.8","1576","38.6"
"3548","M18406","M","301.9","310.9","1317","51.9"
"3549","M18407","M","301.9","311","1467","48.1"
"3550","L50728","L","301.9","310.9","1616","34.5"
"3551","M18409","M","301.8","310.9","1299","60.4"
"3552","M18410","M","301.9","311","1432","41.5"
"3553","L50731","L","301.9","310.9","1799","24.2"
"3554","M18412","M","301.8","310.9","1358","52.3"
"3555","M18413","M","301.8","310.8","1618","37.8"
"3556","L50734","L","301.9","310.8","1525","43.2"
"3557","L50735","L","301.8","310.7","1551","37.7"
"3558","L50736","L","301.9","310.8","1735","31.5"
"3559","M18417","M","301.8","310.7","1309","43.3"
"3560","L50738","L","301.7","310.6","1743","26.2"
"3561","M18419","M","301.7","310.7","1659","29.9"
"3562","L50740","L","301.8","310.7","1680","32.4"
"3563","L50741","L","301.7","310.6","1486","38.5"
"3564","L50742","L","301.7","310.6","1471","43.8"
"3565","M18423","M","301.8","310.7","1465","35.8"
"3566","M18424","M","301.7","310.6","1492","42.2"
"3567","M18425","M","301.8","310.7","1420","52.0"
"3568","L50746","L","301.8","310.6","1295","62.3"
"3569","L50747","L","301.8","310.5","1548","34.1"
"3570","L50748","L","301.8","310.6","1372","54.7"
"3571","M18429","M","301.8","310.6","1552","35.9"
"3572","H32984","H","301.8","310.6","1441","46.3"
"3573","M18431","M","301.7","310.6","1691","27.7"
"3574","L50752","L","301.8","310.6","1451","50.7"
"3575","L50753","L","301.8","310.6","1452","48.4"
"3576","L50754","L","301.7","310.6","1406","46.0"
"3577","L50755","L","301.7","310.5","1567","39.1"
"3578","L50756","L","301.6","310.4","1599","41.7"
"3579","M18437","M","301.6","310.4","1455","39.0"
"3580","M18438","M","301.7","310.5","1625","35.9"
"3581","L50759","L","301.8","310.6","2672","11.8"
"3582","L50760","L","301.8","310.6","1650","31.9"
"3583","M18441","M","301.8","310.6","1459","40.2"
"3584","L50762","L","301.8","310.6","1395","50.5"
"3585","L50763","L","301.8","310.7","1751","29.3"
"3586","L50764","L","301.8","310.6","1192","68.9"
"3587","L50765","L","301.9","310.7","1947","25.0"
"3588","L50766","L","301.8","310.5","1593","34.9"
"3589","H33001","H","301.8","310.5","1478","38.6"
"3590","M18448","M","301.7","310.6","1505","44.5"
"3591","L50769","L","301.7","310.5","2465","13.7"
"3592","L50770","L","301.8","310.6","1403","46.8"
"3593","M18451","M","301.7","310.5","1458","41.4"
"3594","H33006","H","301.6","310.4","1369","45.4"
"3595","M18453","M","301.6","310.4","1377","44.9"
"3596","M18454","M","301.6","310.4","1452","45.7"
"3597","L50775","L","301.6","310.4","1517","41.1"
"3598","L50776","L","301.7","310.5","1354","50.0"
"3599","M18457","M","301.7","310.5","1724","33.0"
"3600","L50778","L","301.7","310.5","1399","53.2"
"3601","H33013","H","301.7","310.5","1388","50.5"
"3602","L50780","L","301.7","310.5","1523","34.7"
"3603","L50781","L","301.7","310.5","1377","43.1"
"3604","M18462","M","301.7","310.6","1417","45.2"
"3605","L50783","L","301.7","310.7","1542","40.0"
"3606","L50784","L","301.8","310.8","1557","33.3"
"3607","L50785","L","301.7","310.7","1641","31.9"
"3608","L50786","L","301.7","310.7","1318","55.0"
"3609","L50787","L","301.6","310.7","1638","33.8"
"3610","M18468","M","301.7","310.8","1954","21.6"
"3611","M18469","M","301.7","310.9","1644","32.5"
"3612","M18470","M","301.7","310.8","1594","32.4"
"3613","L50791","L","301.7","310.9","1405","46.4"
"3614","L50792","L","301.7","310.8","1622","37.8"
"3615","L50793","L","301.7","310.9","1557","39.4"
"3616","L50794","L","301.8","311","1606","33.3"
"3617","M18475","M","301.8","311.1","1647","31.6"
"3618","M18476","M","301.8","311.1","1413","42.2"
"3619","L50797","L","301.8","311","1529","41.6"
"3620","L50798","L","301.9","311.1","1448","46.3"
"3621","L50799","L","301.9","311.2","1435","44.2"
"3622","H33034","H","301.9","311.2","1474","41.8"
"3623","L50801","L","301.9","311.2","1657","29.1"
"3624","L50802","L","302.0","311.3","1509","39.9"
"3625","M18483","M","302.0","311.3","1530","36.4"
"3626","M18484","M","302.0","311.4","1587","35.9"
"3627","M18485","M","302.1","311.4","1467","43.4"
"3628","M18486","M","302.2","311.5","1360","53.0"
"3629","L50807","L","302.2","311.5","1588","30.6"
"3630","L50808","L","302.2","311.4","1609","32.1"
"3631","L50809","L","302.1","311.3","1415","44.1"
"3632","L50810","L","302.0","311.2","1845","27.3"
"3633","M18491","M","302.1","311.4","1419","36.2"
"3634","L50812","L","302.1","311.3","1634","30.6"
"3635","M18493","M","302.2","311.3","1521","40.6"
"3636","L50814","L","302.2","311.4","1499","37.7"
"3637","M18495","M","302.1","311.2","1616","35.1"
"3638","L50816","L","302.2","311.4","1449","46.5"
"3639","M18497","M","302.2","311.4","1626","31.6"
"3640","M18498","M","302.3","311.5","1445","44.8"
"3641","L50819","L","302.4","311.6","1622","35.0"
"3642","H33054","H","302.4","311.6","1544","39.1"
"3643","L50821","L","302.3","311.6","1488","41.8"
"3644","L50822","L","302.3","311.6","1309","57.6"
"3645","L50823","L","302.3","311.6","1784","26.4"
"3646","L50824","L","302.2","311.5","1548","32.4"
"3647","L50825","L","302.2","311.5","1413","43.5"
"3648","M18506","M","302.2","311.5","1863","25.7"
"3649","L50827","L","302.2","311.5","1427","43.8"
"3650","M18508","M","302.2","311.5","1443","47.0"
"3651","L50829","L","302.2","311.5","1481","40.4"
"3652","L50830","L","302.1","311.4","1446","39.7"
"3653","L50831","L","302.1","311.5","1444","44.9"
"3654","M18512","M","302.1","311.5","1341","50.8"
"3655","L50833","L","302.1","311.4","1518","37.4"
"3656","L50834","L","302.1","311.4","1603","35.9"
"3657","L50835","L","302.1","311.4","1686","30.9"
"3658","M18516","M","302.1","311.5","1383","53.6"
"3659","L50837","L","302.1","311.5","1477","45.4"
"3660","M18518","M","302.2","311.5","1449","44.5"
"3661","M18519","M","302.2","311.5","1734","25.0"
"3662","L50840","L","302.3","311.6","1398","49.1"
"3663","M18521","M","302.3","311.7","1639","36.6"
"3664","M18522","M","302.3","311.7","1517","37.6"
"3665","M18523","M","302.3","311.7","1442","41.7"
"3666","M18524","M","302.3","311.7","1685","30.8"
"3667","M18525","M","302.4","311.8","1358","50.6"
"3668","M18526","M","302.3","311.6","1608","39.9"
"3669","L50847","L","302.3","311.6","1665","34.3"
"3670","L50848","L","302.3","311.7","1510","38.7"
"3671","L50849","L","302.4","311.8","1465","40.2"
"3672","L50850","L","302.3","311.7","1701","27.5"
"3673","M18531","M","302.3","311.7","1486","39.6"
"3674","L50852","L","302.3","311.6","1658","32.3"
"3675","H33087","H","302.3","311.7","1449","44.5"
"3676","L50854","L","302.2","311.5","1346","52.4"
"3677","M18535","M","302.1","311.5","1866","23.1"
"3678","M18536","M","302.2","311.5","1562","38.0"
"3679","M18537","M","302.3","311.7","1368","53.6"
"3680","L50858","L","302.2","311.5","1567","33.1"
"3681","L50859","L","302.2","311.5","1725","34.0"
"3682","L50860","L","302.2","311.5","1744","31.2"
"3683","M18541","M","302.1","311.3","1453","45.1"
"3684","L50862","L","302.1","311.2","1550","34.8"
"3685","M18543","M","302.0","311.2","1558","39.1"
"3686","L50864","L","302.0","311.2","1270","65.3"
"3687","M18545","M","301.9","311.1","1380","51.6"
"3688","L50866","L","302.0","311.1","1406","50.5"
"3689","M18547","M","302.0","311.2","1625","30.7"
"3690","L50868","L","302.0","311.2","1420","45.8"
"3691","L50869","L","302.1","311.4","1889","22.7"
"3692","L50870","L","302.1","311.3","1477","43.6"
"3693","L50871","L","302.1","311.2","1460","46.9"
"3694","L50872","L","302.1","311.3","1758","24.4"
"3695","L50873","L","302.1","311.3","1521","31.5"
"3696","M18554","M","302.1","311.3","1511","45.0"
"3697","L50875","L","302.2","311.3","1530","37.3"
"3698","L50876","L","302.1","311.2","1454","46.8"
"3699","L50877","L","302.2","311.2","1928","23.1"
"3700","H33112","H","302.2","311.3","1758","26.4"
"3701","L50879","L","302.2","311.2","1649","33.2"
"3702","L50880","L","302.1","311.2","1447","50.3"
"3703","L50881","L","302.1","311.2","1417","48.0"
"3704","L50882","L","302.0","311.2","1434","44.9"
"3705","M18563","M","302.0","311.2","1418","49.5"
"3706","M18564","M","302.0","311.2","1400","49.5"
"3707","M18565","M","302.0","311.3","1725","27.7"
"3708","L50886","L","302.0","311.3","1567","41.1"
"3709","M18567","M","302.1","311.3","1497","38.4"
"3710","L50888","L","302.1","311.4","1549","44.6"
"3711","L50889","L","302.2","311.4","1754","26.9"
"3712","L50890","L","302.2","311.5","1489","38.3"
"3713","L50891","L","302.2","311.5","1543","38.5"
"3714","L50892","L","302.3","311.5","1543","33.1"
"3715","L50893","L","302.3","311.5","1565","35.6"
"3716","M18574","M","302.3","311.4","1855","23.9"
"3717","M18575","M","302.4","311.4","1475","45.2"
"3718","L50896","L","302.3","311.4","1609","32.3"
"3719","H33131","H","302.3","311.4","1443","44.1"
"3720","L50898","L","302.4","311.4","1450","44.1"
"3721","L50899","L","302.4","311.5","1590","39.9"
"3722","M18580","M","302.4","311.4","1508","41.2"
"3723","M18581","M","302.2","311.2","1544","43.6"
"3724","L50902","L","302.2","311.2","1451","41.8"
"3725","L50903","L","302.3","311.2","1758","24.4"
"3726","M18584","M","302.3","311.2","1507","47.7"
"3727","H33139","H","302.3","311.1","1543","37.5"
"3728","M18586","M","302.3","311.2","1505","36.7"
"3729","L50907","L","302.3","311.2","1786","24.3"
"3730","L50908","L","302.3","311.3","1457","44.5"
"3731","M18589","M","302.4","311.3","1312","61.5"
"3732","M18590","M","302.3","311.2","1405","47.7"
"3733","M18591","M","302.2","311.2","1377","43.0"
"3734","M18592","M","302.2","311.2","1347","49.8"
"3735","L50913","L","302.2","311.1","1470","39.6"
"3736","M18594","M","302.2","311.2","1873","24.0"
"3737","M18595","M","302.2","311.1","1434","58.6"
"3738","H33150","H","302.2","311.1","1628","30.6"
"3739","L50917","L","302.2","311.1","1351","48.6"
"3740","M18598","M","302.3","311.2","1454","43.8"
"3741","M18599","M","302.2","311.2","1663","29.6"
"3742","L50920","L","302.3","311.2","1401","49.7"
"3743","L50921","L","302.4","311.3","1503","38.2"
"3744","L50922","L","302.4","311.4","1564","35.0"
"3745","L50923","L","302.5","311.4","1759","24.6"
"3746","L50924","L","302.5","311.4","1409","53.1"
"3747","L50925","L","302.6","311.4","1738","25.8"
"3748","H33160","H","302.5","311.3","1393","47.5"
"3749","L50927","L","302.5","311.1","1499","38.8"
"3750","L50928","L","302.5","311.1","1493","39.0"
"3751","L50929","L","302.4","311.1","1652","33.9"
"3752","L50930","L","302.3","311.1","1589","29.9"
"3753","L50931","L","302.4","311.1","1520","42.2"
"3754","H33166","H","302.3","311.1","1455","40.3"
"3755","L50933","L","302.2","311","1463","46.8"
"3756","L50934","L","302.3","311","1442","43.7"
"3757","L50935","L","302.3","311","1329","51.5"
"3758","L50936","L","302.3","311.1","1546","33.1"
"3759","M18617","M","302.2","311.1","1516","33.7"
"3760","M18618","M","302.2","311","1476","47.4"
"3761","L50939","L","302.3","311","1412","47.0"
"3762","L50940","L","302.3","310.9","1377","46.8"
"3763","M18621","M","302.4","311","1490","37.1"
"3764","M18622","M","302.3","311","1526","37.7"
"3765","L50943","L","302.3","311","1428","47.9"
"3766","L50944","L","302.4","311","1329","54.6"
"3767","M18625","M","302.4","311.1","1443","51.8"
"3768","L50946","L","302.3","311.1","1373","53.0"
"3769","L50947","L","302.3","311.1","1630","35.6"
"3770","L50948","L","302.2","311","1555","34.2"
"3771","M18629","M","302.2","311","1436","47.0"
"3772","L50950","L","302.3","311","1609","31.0"
"3773","M18631","M","302.3","311","1384","49.7"
"3774","L50952","L","302.4","311.1","1448","44.8"
"3775","M18633","M","302.4","311.1","1887","22.4"
"3776","M18634","M","302.4","311.1","1480","45.7"
"3777","H33189","H","302.5","311.1","1850","23.3"
"3778","L50956","L","302.5","311.1","1538","36.8"
"3779","M18637","M","302.4","311.1","1721","30.1"
"3780","M18638","M","302.4","311.1","1366","54.4"
"3781","L50959","L","302.3","311","1657","31.1"
"3782","L50960","L","302.4","311.1","1446","42.9"
"3783","L50961","L","302.3","310.8","1465","43.8"
"3784","L50962","L","302.2","310.8","1827","23.8"
"3785","H33197","H","302.2","310.8","1397","47.6"
"3786","L50964","L","302.2","310.8","1744","29.7"
"3787","L50965","L","302.3","310.9","1545","36.7"
"3788","L50966","L","302.3","310.9","1587","36.6"
"3789","L50967","L","302.3","310.8","1377","47.3"
"3790","L50968","L","302.3","310.8","1511","48.1"
"3791","L50969","L","302.3","310.8","1650","32.4"
"3792","L50970","L","302.3","310.9","1412","48.9"
"3793","L50971","L","302.3","311","1528","43.1"
"3794","L50972","L","302.3","310.9","1459","35.0"
"3795","L50973","L","302.3","310.9","1379","49.3"
"3796","M18654","M","302.2","310.8","1356","48.3"
"3797","M18655","M","302.1","310.8","1409","41.3"
"3798","M18656","M","302.1","310.8","1504","37.5"
"3799","L50977","L","302.1","310.8","1622","36.8"
"3800","L50978","L","302.1","310.8","1786","25.7"
"3801","L50979","L","302.2","310.9","1506","34.0"
"3802","M18660","M","302.1","310.9","1916","23.1"
"3803","M18661","M","302.2","310.9","1771","27.6"
"3804","M18662","M","302.2","310.9","1488","44.2"
"3805","L50983","L","302.2","310.9","1531","37.5"
"3806","L50984","L","302.3","310.9","1529","33.4"
"3807","M18665","M","302.4","311","1580","36.5"
"3808","M18666","M","302.3","310.9","1360","44.0"
"3809","M18667","M","302.3","311","1546","35.5"
"3810","M18668","M","302.3","310.9","1762","24.5"
"3811","L50989","L","302.2","310.8","1350","56.6"
"3812","M18670","M","302.2","310.8","1562","38.1"
"3813","M18671","M","302.1","310.7","1608","30.3"
